iRECORD_ID,iCIK,iCUSIP,iPERIOD_END,iFILING_DATE,iAMEND,iRESTATEMENT,iTYPE,iQTY,iMARKET_VALUE,iLONG_FRACTION
4444362,0000909788,866810104,1999-12-31,2000-01-18,0,0,0,50660,3923,0.00408874
4444363,0000909788,480074103,1999-12-31,2000-01-18,0,0,0,25000,678,0.000706644
4444364,0000909788,412822108,1999-12-31,2000-01-18,0,0,0,45280,2901,0.00302356
4444365,0000909788,929253102,1999-12-31,2000-01-18,0,0,0,10000,292,0.000304336
4444366,0000909788,776696106,1999-12-31,2000-01-18,0,0,0,7000,265,0.000276196
4444367,0000909788,931422109,1999-12-31,2000-01-18,0,0,0,68830,2006,0.00209075
4444368,0000909788,156406803,1999-12-31,2000-01-18,0,0,0,6588660,63315,0.0659899
4444369,0000909788,75952U103,1999-12-31,2000-01-18,0,0,0,19000,745,0.000776474
4444370,0000909788,277461109,1999-12-31,2000-01-18,0,0,0,3558,236,0.00024597
4444371,0000909788,879664100,1999-12-31,2000-01-18,0,0,0,32650,2096,0.00218455
4444372,0000909788,524651106,1999-12-31,2000-01-18,0,0,0,16000,1101,0.00114751
4444373,0000909788,902905827,1999-12-31,2000-01-18,0,0,0,39050,964,0.00100473
4444374,0000909788,990040446,1999-12-31,2000-01-18,0,0,0,10000,10,0.0000104225
4444375,0000909788,038222105,1999-12-31,2000-01-18,0,0,0,24940,3151,0.00328412
4444376,0000909788,584699102,1999-12-31,2000-01-18,0,0,0,15000,2488,0.00259311
4444377,0000909788,875382103,1999-12-31,2000-01-18,0,0,0,20775,1022,0.00106518
4444378,0000909788,783890106,1999-12-31,2000-01-18,0,0,0,17000,1397,0.00145602
4444379,0000909788,835495102,1999-12-31,2000-01-18,0,0,0,19255,438,0.000456504
4444380,0000909788,172737108,1999-12-31,2000-01-18,0,0,0,12600,568,0.000591997
4444381,0000909788,071707103,1999-12-31,2000-01-18,0,0,0,4300,294,0.000306421
4444382,0000909788,754730109,1999-12-31,2000-01-18,0,0,0,12000,224,0.000233463
4444383,0000909788,313586109,1999-12-31,2000-01-18,0,0,0,43385,2709,0.00282345
4444384,0000909788,751277302,1999-12-31,2000-01-18,0,0,0,36950,1030,0.00107351
4444385,0000909788,20449H109,1999-12-31,2000-01-18,0,0,0,36000,803,0.000836925
4444386,0000909788,475070108,1999-12-31,2000-01-18,0,0,0,80254,5477,0.00570839
4444387,0000909788,054802103,1999-12-31,2000-01-18,0,0,0,20000,218,0.00022721
4444388,0000909788,038336103,1999-12-31,2000-01-18,0,0,0,10000,251,0.000261604
4444389,0000909788,983922105,1999-12-31,2000-01-18,0,0,0,6000,450,0.000469011
4444390,0000909788,665859104,1999-12-31,2000-01-18,0,0,0,20400,1081,0.00112667
4444391,0000909788,438516106,1999-12-31,2000-01-18,0,0,0,29844,1722,0.00179475
4444392,0000909788,78387G103,1999-12-31,2000-01-18,0,0,0,110000,5363,0.00558957
4444393,0000909788,668074107,1999-12-31,2000-01-18,0,0,0,10000,220,0.000229294
4444394,0000909788,934390105,1999-12-31,2000-01-18,0,0,0,20000,246,0.000256393
4444395,0000909788,297602104,1999-12-31,2000-01-18,0,0,0,10000,321,0.000334561
4444396,0000909788,841297104,1999-12-31,2000-01-18,0,0,0,13000,671,0.000699348
4444397,0000909788,845905108,1999-12-31,2000-01-18,0,0,0,50000,373,0.000388758
4444398,0000909788,449370105,1999-12-31,2000-01-18,0,0,0,5000,491,0.000511744
4444399,0000909788,743168106,1999-12-31,2000-01-18,0,0,0,10000,266,0.000277238
4444400,0000909788,364730101,1999-12-31,2000-01-18,0,0,0,2660,217,0.000226168
4444401,0000909788,931142103,1999-12-31,2000-01-18,0,0,0,146620,10108,0.010535
4444402,0000909788,313400301,1999-12-31,2000-01-18,0,0,0,4450,209,0.00021783
4444403,0000909788,200336105,1999-12-31,2000-01-18,0,0,0,25500,950,0.000990135
4444404,0000909788,460254105,1999-12-31,2000-01-18,0,0,0,12000,312,0.000325181
4444405,0000909788,571834100,1999-12-31,2000-01-18,0,0,0,30000,1884,0.00196359
4444406,0000909788,913017109,1999-12-31,2000-01-18,0,0,0,28775,1870,0.001949
4444407,0000909788,013817101,1999-12-31,2000-01-18,0,0,0,16108,1337,0.00139348
4444408,0000909788,532457108,1999-12-31,2000-01-18,0,0,0,42644,2820,0.00293914
4444409,0000909788,144285103,1999-12-31,2000-01-18,0,0,0,14000,384,0.000400223
4444410,0000909788,990040396,1999-12-31,2000-01-18,0,0,0,80000,65,0.0000677461
4444411,0000909788,247025109,1999-12-31,2000-01-18,0,0,0,85010,4324,0.00450668
4444412,0000909788,174688507,1999-12-31,2000-01-18,0,0,0,30134,805,0.000839009
4444413,0000909788,58551A108,1999-12-31,2000-01-18,0,0,0,58450,1991,0.00207511
4444414,0000909788,806857108,1999-12-31,2000-01-18,0,0,0,17875,1003,0.00104537
4444415,0000909788,302130109,1999-12-31,2000-01-18,0,0,0,9300,407,0.000424195
4444416,0000909788,184190106,1999-12-31,2000-01-18,0,0,0,50000,459,0.000478392
4444417,0000909788,224044107,1999-12-31,2000-01-18,0,0,0,10100,520,0.000541969
4444418,0000909788,941848103,1999-12-31,2000-01-18,0,0,0,9000,477,0.000497152
4444419,0000909788,068306109,1999-12-31,2000-01-18,0,0,0,7000,220,0.000229294
4444420,0000909788,950755108,1999-12-31,2000-01-18,0,0,0,10000,141,0.000146957
4444421,0000909788,879369106,1999-12-31,2000-01-18,0,0,0,15000,470,0.000489856
4444422,0000909788,001765106,1999-12-31,2000-01-18,0,0,0,11425,765,0.000797319
4444423,0000909788,532791100,1999-12-31,2000-01-18,0,0,0,15000,520,0.000541969
4444424,0000909788,025816109,1999-12-31,2000-01-18,0,0,0,22409,3725,0.00388237
4444425,0000909788,285512109,1999-12-31,2000-01-18,0,0,0,15000,1260,0.00131323
4444426,0000909788,029712106,1999-12-31,2000-01-18,0,0,0,18000,826,0.000860896
4444427,0000909788,368682100,1999-12-31,2000-01-18,0,0,0,12000,119,0.000124027
4444428,0000909788,670872100,1999-12-31,2000-01-18,0,0,0,6800,234,0.000243886
4444429,0000909788,743866105,1999-12-31,2000-01-18,0,0,0,14000,502,0.000523208
4444430,0000909788,042735100,1999-12-31,2000-01-18,0,0,0,24000,609,0.000634729
4444431,0000909788,178566105,1999-12-31,2000-01-18,0,0,0,18000,593,0.000618053
4444432,0000909788,604059105,1999-12-31,2000-01-18,0,0,0,6560,642,0.000669123
4444433,0000909788,375558103,1999-12-31,2000-01-18,0,0,0,10000,541,0.000563856
4444434,0000909788,212485106,1999-12-31,2000-01-18,0,0,0,50000,1538,0.00160298
4444435,0000909788,027352103,1999-12-31,2000-01-18,0,0,0,10000,314,0.000327266
4444436,0000909788,43357B104,1999-12-31,2000-01-18,0,0,0,8000,738,0.000769179
4444437,0000909788,260543103,1999-12-31,2000-01-18,0,0,0,8775,1173,0.00122256
4444438,0000909788,156406852,1999-12-31,2000-01-18,0,0,0,10979600,169404,0.176561
4444439,0000909788,872275102,1999-12-31,2000-01-18,0,0,0,29000,721,0.00075146
4444440,0000909788,369604103,1999-12-31,2000-01-18,0,0,0,162148,24880,0.0259311
4444441,0000909788,781182100,1999-12-31,2000-01-18,0,0,0,11811,215,0.000224083
4444442,0000909788,194162103,1999-12-31,2000-01-18,0,0,0,33075,2150,0.00224083
4444443,0000909788,492386107,1999-12-31,2000-01-18,0,0,0,10375,643,0.000670165
4444444,0000909788,002896207,1999-12-31,2000-01-18,0,0,0,26000,694,0.00072332
4444445,0000909788,55268B106,1999-12-31,2000-01-18,0,0,0,111104,5881,0.00612946
4444446,0000909788,31420C506,1999-12-31,2000-01-18,0,0,0,29609,282,0.000293914
4444447,0000909788,68389X105,1999-12-31,2000-01-18,0,0,0,46850,5250,0.0054718
4444448,0000909788,06423A103,1999-12-31,2000-01-18,0,0,0,9833,315,0.000328308
4444449,0000909788,529771107,1999-12-31,2000-01-18,0,0,0,9700,878,0.000915093
4444450,0000909788,41145C103,1999-12-31,2000-01-18,0,0,0,8500,270,0.000281407
4444451,0000909788,488360108,1999-12-31,2000-01-18,0,0,0,9000,406,0.000423152
4444452,0000909788,939330106,1999-12-31,2000-01-18,0,0,0,9962,294,0.000306421
4444453,0000909788,963320106,1999-12-31,2000-01-18,0,0,0,10675,695,0.000724362
4444454,0000909788,480236108,1999-12-31,2000-01-18,0,0,0,10000,434,0.000452335
4444455,0000909788,370442105,1999-12-31,2000-01-18,0,0,0,29378,2114,0.00220331
4444456,0000909788,594901100,1999-12-31,2000-01-18,0,0,0,5143,381,0.000397096
4444457,0000909788,090578105,1999-12-31,2000-01-18,0,0,0,15000,229,0.000238675
4444458,0000909788,110122108,1999-12-31,2000-01-18,0,0,0,82472,5294,0.00551766
4444459,0000909788,915289102,1999-12-31,2000-01-18,0,0,0,15575,523,0.000545095
4444460,0000909788,036115103,1999-12-31,2000-01-18,0,0,0,8000,276,0.00028766
4444461,0000909788,395384100,1999-12-31,2000-01-18,0,0,0,25000,595,0.000620137
4444462,0000909788,293561106,1999-12-31,2000-01-18,0,0,0,47565,2101,0.00218976
4444463,0000909788,151313103,1999-12-31,2000-01-18,0,0,0,41450,1101,0.00114751
4444464,0000909788,820286102,1999-12-31,2000-01-18,0,0,0,35000,543,0.00056594
4444465,0000909788,427866108,1999-12-31,2000-01-18,0,0,0,15000,712,0.00074208
4444466,0000909788,064057102,1999-12-31,2000-01-18,0,0,0,38620,1545,0.00161027
4444467,0000909788,58440J104,1999-12-31,2000-01-18,0,0,0,2913,224,0.000233463
4444468,0000909788,254546104,1999-12-31,2000-01-18,0,0,0,6000,247,0.000257435
4444469,0000909788,635449101,1999-12-31,2000-01-18,0,0,0,18000,408,0.000425237
4444470,0000909788,978097103,1999-12-31,2000-01-18,0,0,0,20000,219,0.000228252
4444471,0000909788,659424105,1999-12-31,2000-01-18,0,0,0,29000,504,0.000525293
4444472,0000909788,30231G102,1999-12-31,2000-01-18,0,0,0,139709,11203,0.0116763
4444473,0000909788,731068102,1999-12-31,2000-01-18,0,0,0,8000,290,0.000302252
4444474,0000909788,617446448,1999-12-31,2000-01-18,0,0,0,15437,2204,0.00229711
4444475,0000909788,918866104,1999-12-31,2000-01-18,0,0,0,10000,423,0.000440871
4444476,0000909788,459902102,1999-12-31,2000-01-18,0,0,0,25000,508,0.000529462
4444477,0000909788,339030108,1999-12-31,2000-01-18,0,0,0,38766,1350,0.00140703
4444478,0000909788,156406886,1999-12-31,2000-01-18,0,0,0,3145530,30943,0.0322503
4444479,0000909788,92844S105,1999-12-31,2000-01-18,0,0,0,10000,518,0.000539884
4444480,0000909788,361448103,1999-12-31,2000-01-18,0,0,0,14000,473,0.000492983
4444481,0000909788,829073105,1999-12-31,2000-01-18,0,0,0,5000,219,0.000228252
4444482,0000909788,205862402,1999-12-31,2000-01-18,0,0,0,13000,1882,0.00196151
4444483,0000909788,261018105,1999-12-31,2000-01-18,0,0,0,12000,242,0.000252224
4444484,0000909788,928497106,1999-12-31,2000-01-18,0,0,0,30000,1573,0.00163946
4444485,0000909788,611662107,1999-12-31,2000-01-18,0,0,0,36650,1299,0.00135388
4444486,0000909788,337738108,1999-12-31,2000-01-18,0,0,0,22500,862,0.000898417
4444487,0000909788,580135101,1999-12-31,2000-01-18,0,0,0,69976,2821,0.00294018
4444488,0000909788,023139108,1999-12-31,2000-01-18,0,0,0,19000,992,0.00103391
4444489,0000909788,535678106,1999-12-31,2000-01-18,0,0,0,42000,3006,0.003133
4444490,0000909788,887100105,1999-12-31,2000-01-18,0,0,0,4000,212,0.000220956
4444491,0000909788,426281101,1999-12-31,2000-01-18,0,0,0,4000,215,0.000224083
4444492,0000909788,871508107,1999-12-31,2000-01-18,0,0,0,4050,257,0.000267858
4444493,0000909788,459200101,1999-12-31,2000-01-18,0,0,0,60029,6476,0.0067496
4444494,0000909788,925815102,1999-12-31,2000-01-18,0,0,0,9000,365,0.00038042
4444495,0000909788,536310105,1999-12-31,2000-01-18,0,0,0,13000,159,0.000165717
4444496,0000909788,505401208,1999-12-31,2000-01-18,0,0,0,12000,146,0.000152168
4444497,0000909788,437076102,1999-12-31,2000-01-18,0,0,0,64212,4415,0.00460152
4444498,0000909788,067774109,1999-12-31,2000-01-18,0,0,0,12000,248,0.000258477
4444499,0000909788,316345107,1999-12-31,2000-01-18,0,0,0,165157,3143,0.00327578
4444500,0000909788,029066107,1999-12-31,2000-01-18,0,0,0,18000,475,0.000495068
4444501,0000909788,443510201,1999-12-31,2000-01-18,0,0,0,15000,409,0.000426279
4444502,0000909788,283905107,1999-12-31,2000-01-18,0,0,0,7926,308,0.000321012
4444503,0000909788,254687106,1999-12-31,2000-01-18,0,0,0,8096,237,0.000247013
4444504,0000909788,902124106,1999-12-31,2000-01-18,0,0,0,85506,3327,0.00346756
4444505,0000909788,67481E106,1999-12-31,2000-01-18,0,0,0,40000,310,0.000323097
4444506,0000909788,337358105,1999-12-31,2000-01-18,0,0,0,15288,504,0.000525293
4444507,0000909788,505336107,1999-12-31,2000-01-18,0,0,0,10000,168,0.000175098
4444508,0000909788,17275R102,1999-12-31,2000-01-18,0,0,0,92976,9939,0.0103589
4444509,0000909788,55273N699,1999-12-31,2000-01-18,0,0,0,11264,126,0.000131323
4444510,0000909788,452704505,1999-12-31,2000-01-18,0,0,0,15240,649,0.000676419
4444511,0000909788,834182107,1999-12-31,2000-01-18,0,0,0,20725,1971,0.00205427
4444512,0000909788,079860102,1999-12-31,2000-01-18,0,0,0,46091,1728,0.001801
4444513,0000909788,170040109,1999-12-31,2000-01-18,0,0,0,38000,1610,0.00167802
4444514,0000909788,55262L100,1999-12-31,2000-01-18,0,0,0,41575,1133,0.00118087
4444515,0000909788,56418H100,1999-12-31,2000-01-18,0,0,0,19000,715,0.000745207
4444516,0000909788,556100105,1999-12-31,2000-01-18,0,0,0,6000,439,0.000457547
4444517,0000909788,563571108,1999-12-31,2000-01-18,0,0,0,7000,238,0.000248055
4444518,0000909788,046265104,1999-12-31,2000-01-18,0,0,0,17000,517,0.000538842
4444519,0000909788,784117103,1999-12-31,2000-01-18,0,0,0,3000,357,0.000372082
4444520,0000909788,45168D104,1999-12-31,2000-01-18,0,0,0,12000,194,0.000202196
4444521,0000909788,370334104,1999-12-31,2000-01-18,0,0,0,6670,238,0.000248055
4444522,0000909788,127055101,1999-12-31,2000-01-18,0,0,0,30300,617,0.000643067
4444523,0000909788,74838C106,1999-12-31,2000-01-18,0,0,0,15000,233,0.000242844
4444524,0000909788,521865105,1999-12-31,2000-01-18,0,0,0,16000,512,0.000533631
4444525,0000909788,469814107,1999-12-31,2000-01-18,0,0,0,11000,358,0.000373125
4444526,0000909788,947074100,1999-12-31,2000-01-18,0,0,0,20000,799,0.000832756
4444527,0000909788,343496105,1999-12-31,2000-01-18,0,0,0,35000,558,0.000581574
4444528,0000909788,852061506,1999-12-31,2000-01-18,0,0,0,37460,3840,0.00400223
4444529,0000909788,872594106,1999-12-31,2000-01-18,0,0,0,5000,206,0.000214703
4444530,0000909788,929771103,1999-12-31,2000-01-18,0,0,0,6104,415,0.000432533
4444531,0000909788,880770102,1999-12-31,2000-01-18,0,0,0,35000,2310,0.00240759
4444532,0000909788,263534109,1999-12-31,2000-01-18,0,0,0,55927,3646,0.00380003
4444533,0000909788,242361103,1999-12-31,2000-01-18,0,0,0,10000,398,0.000414815
4444534,0000909788,882508104,1999-12-31,2000-01-18,0,0,0,24550,2372,0.00247221
4444535,0000909788,111620100,1999-12-31,2000-01-18,0,0,0,35000,1291,0.00134554
4444536,0000909788,372917104,1999-12-31,2000-01-18,0,0,0,16000,720,0.000750418
4444537,0000909788,57772K101,1999-12-31,2000-01-18,0,0,0,50000,2359,0.00245866
4444538,0000909788,871503108,1999-12-31,2000-01-18,0,0,0,5000,293,0.000305379
4444539,0000909788,038225108,1999-12-31,2000-01-18,0,0,0,10000,368,0.000383547
4444540,0000909788,260561105,1999-12-31,2000-01-18,0,0,0,16900,1149,0.00119754
4444541,0000909788,060505104,1999-12-31,2000-01-18,0,0,0,42809,2148,0.00223875
4444542,0000909788,233293109,1999-12-31,2000-01-18,0,0,0,27123,470,0.000489856
4444543,0000909788,45868P100,1999-12-31,2000-01-18,0,0,0,10000,248,0.000258477
4444544,0000909788,670008101,1999-12-31,2000-01-18,0,0,0,6000,735,0.000766052
4444545,0000909788,257651109,1999-12-31,2000-01-18,0,0,0,22000,529,0.000551349
4444546,0000909788,594793101,1999-12-31,2000-01-18,0,0,0,7000,399,0.000415857
4444547,0000909788,192422103,1999-12-31,2000-01-18,0,0,0,11000,429,0.000447124
4444548,0000909788,916906100,1999-12-31,2000-01-18,0,0,0,6000,287,0.000299125
4444549,0000909788,482480100,1999-12-31,2000-01-18,0,0,0,11160,1243,0.00129551
4444550,0000909788,080555105,1999-12-31,2000-01-18,0,0,0,35000,667,0.000695179
4444551,0000909788,67064R102,1999-12-31,2000-01-18,0,0,0,21945,277,0.000288703
4444552,0000909788,501917108,1999-12-31,2000-01-18,0,0,0,35003,610,0.000635771
4444553,0000909788,16161A108,1999-12-31,2000-01-18,0,0,0,35940,2783,0.00290057
4444554,0000909788,664397106,1999-12-31,2000-01-18,0,0,0,52000,1069,0.00111416
4444555,0000909788,172908105,1999-12-31,2000-01-18,0,0,0,27000,1434,0.00149458
4444556,0000909788,156406829,1999-12-31,2000-01-18,0,0,0,1548120,18084,0.018848
4444557,0000909788,826170102,1999-12-31,2000-01-18,0,0,0,37000,3108,0.00323931
4444558,0000909788,718154107,1999-12-31,2000-01-18,0,0,0,22100,474,0.000494025
4444559,0000909788,942683103,1999-12-31,2000-01-18,0,0,0,20000,716,0.000746249
4444560,0000909788,857477103,1999-12-31,2000-01-18,0,0,0,22390,1626,0.00169469
4444561,0000909788,360921100,1999-12-31,2000-01-18,0,0,0,23000,506,0.000527377
4444562,0000909788,002824100,1999-12-31,2000-01-18,0,0,0,49327,1791,0.00186667
4444563,0000909788,090324104,1999-12-31,2000-01-18,0,0,0,10000,151,0.000157379
4444564,0000909788,584949101,1999-12-31,2000-01-18,0,0,0,10000,258,0.0002689
4444565,0000909788,636180101,1999-12-31,2000-01-18,0,0,0,10000,465,0.000484645
4444566,0000909788,021441100,1999-12-31,2000-01-18,0,0,0,47000,2329,0.00242739
4444567,0000909788,727493108,1999-12-31,2000-01-18,0,0,0,4500,322,0.000335604
4444568,0000909788,971807102,1999-12-31,2000-01-18,0,0,0,14448,697,0.000726447
4444569,0000909788,46128R100,1999-12-31,2000-01-18,0,0,0,145566,884,0.000921347
4444570,0000909788,624756102,1999-12-31,2000-01-18,0,0,0,9000,326,0.000339773
4444571,0000909788,703412106,1999-12-31,2000-01-18,0,0,0,8000,341,0.000355406
4444572,0000909788,90331R101,1999-12-31,2000-01-18,0,0,0,18000,302,0.000314759
4444573,0000909788,826428104,1999-12-31,2000-01-18,0,0,0,44000,765,0.000797319
4444574,0000909788,458140100,1999-12-31,2000-01-18,0,0,0,111358,9148,0.00953448
4444575,0000909788,413086109,1999-12-31,2000-01-18,0,0,0,5000,281,0.000292872
4444576,0000909788,747906204,1999-12-31,2000-01-18,0,0,0,44000,666,0.000694137
4444577,0000909788,599902103,1999-12-31,2000-01-18,0,0,0,8000,976,0.00101723
4444578,0000909788,458118106,1999-12-31,2000-01-18,0,0,0,17000,493,0.000513828
4444579,0000909788,001957109,1999-12-31,2000-01-18,0,0,0,122181,6179,0.00644005
4444580,0000909788,166751107,1999-12-31,2000-01-18,0,0,0,5858,507,0.00052842
4444581,0000909788,81369Y704,1999-12-31,2000-01-18,0,0,0,70000,2073,0.00216058
4444582,0000909788,256747106,1999-12-31,2000-01-18,0,0,0,22000,1066,0.00111104
4444583,0000909788,893416107,1999-12-31,2000-01-18,0,0,0,14000,392,0.000408561
4444584,0000909788,093210102,1999-12-31,2000-01-18,0,0,0,5000,306,0.000318928
4444585,0000909788,501242101,1999-12-31,2000-01-18,0,0,0,8000,341,0.000355406
4444586,0000909788,46072H108,1999-12-31,2000-01-18,0,0,0,35000,634,0.000660785
4444587,0000909788,235204104,1999-12-31,2000-01-18,0,0,0,6000,387,0.00040335
4444588,0000909788,004833109,1999-12-31,2000-01-18,0,0,0,18000,443,0.000461716
4444589,0000909788,208251405,1999-12-31,2000-01-18,0,0,0,11115,270,0.000281407
4444590,0000909788,02553E106,1999-12-31,2000-01-18,0,0,0,10000,450,0.000469011
4444591,0000909788,269246104,1999-12-31,2000-01-18,0,0,0,44000,1150,0.00119858
4444592,0000909788,914906102,1999-12-31,2000-01-18,0,0,0,32000,3270,0.00340815
4444593,0000909788,92552R109,1999-12-31,2000-01-18,0,0,0,31000,864,0.000900502
4444594,0000909788,989701107,1999-12-31,2000-01-18,0,0,0,23000,1361,0.0014185
4444595,0000909788,549463107,1999-12-31,2000-01-18,0,0,0,94414,6967,0.00726134
4444596,0000909788,156406704,1999-12-31,2000-01-18,0,0,0,5261700,68252,0.0711355
4444597,0000909788,535679104,1999-12-31,2000-01-18,0,0,0,10000,296,0.000308505
4444598,0000909788,363576109,1999-12-31,2000-01-18,0,0,0,5000,324,0.000337688
4444599,0000909788,879433100,1999-12-31,2000-01-18,0,0,0,20000,2520,0.00262646
4444600,0000909788,832110100,1999-12-31,2000-01-18,0,0,0,14000,696,0.000725404
4444601,0000909788,25271C102,1999-12-31,2000-01-18,0,0,0,12000,367,0.000382505
4444602,0000909788,887315109,1999-12-31,2000-01-18,0,0,0,55335,3985,0.00415336
4444603,0000909788,976657106,1999-12-31,2000-01-18,0,0,0,10000,193,0.000201154
4444604,0000909788,428236103,1999-12-31,2000-01-18,0,0,0,21850,2485,0.00258999
4444605,0000909788,091826107,1999-12-31,2000-01-18,0,0,0,4500,302,0.000314759
4444606,0000909788,148867104,1999-12-31,2000-01-18,0,0,0,3000,347,0.00036166
4444607,0000909788,45765U103,1999-12-31,2000-01-18,0,0,0,8000,325,0.00033873
4444608,0000909788,203372107,1999-12-31,2000-01-18,0,0,0,10000,403,0.000420026
4444609,0000909788,478160104,1999-12-31,2000-01-18,0,0,0,42759,3987,0.00415544
4444610,0000909788,099724106,1999-12-31,2000-01-18,0,0,0,7000,284,0.000295998
4444611,0000909788,852061100,1999-12-31,2000-01-18,0,0,0,96696,6509,0.00678399
4444612,0000909788,026874107,1999-12-31,2000-01-18,0,0,0,59290,6391,0.006661
4444613,0000909788,031162100,1999-12-31,2000-01-18,0,0,0,65235,3901,0.00406581
4444614,0000909788,587118100,1999-12-31,2000-01-18,0,0,0,8000,235,0.000244928
4444615,0000909788,74406A102,1999-12-31,2000-01-18,0,0,0,23116,2105,0.00219393
4444616,0000909788,927460105,1999-12-31,2000-01-18,0,0,0,15000,181,0.000188647
4444617,0000909788,199789108,1999-12-31,2000-01-18,0,0,0,20000,468,0.000487772
4444618,0000909788,494368103,1999-12-31,2000-01-18,0,0,0,28371,1857,0.00193545
4444619,0000909788,750236101,1999-12-31,2000-01-18,0,0,0,8000,382,0.000398139
4444620,0000909788,934488107,1999-12-31,2000-01-18,0,0,0,23500,1926,0.00200737
4444621,0000909788,337162101,1999-12-31,2000-01-18,0,0,0,27000,770,0.000802531
4444622,0000909788,249030107,1999-12-31,2000-01-18,0,0,0,20000,473,0.000492983
4444623,0000909788,743674103,1999-12-31,2000-01-18,0,0,0,18000,573,0.000597208
4444624,0000909788,594918104,1999-12-31,2000-01-18,0,0,0,152166,17722,0.0184707
4444625,0000909788,315807206,1999-12-31,2000-01-18,0,0,0,39076,1823,0.00190002
4444626,0000909788,778296103,1999-12-31,2000-01-18,0,0,0,36000,646,0.000673292
4444627,0000909788,872540109,1999-12-31,2000-01-18,0,0,0,20000,409,0.000426279
4444628,0000909788,80218K105,1999-12-31,2000-01-18,0,0,0,55000,440,0.000458589
4444629,0000909788,090597105,1999-12-31,2000-01-18,0,0,0,40000,3380,0.0035228
4444630,0000909788,939640108,1999-12-31,2000-01-18,0,0,0,1532,852,0.000887995
4444631,0000909788,229899109,1999-12-31,2000-01-18,0,0,0,10000,258,0.0002689
4444632,0000909788,880196209,1999-12-31,2000-01-18,0,0,0,229712,2577,0.00268587
4444633,0000909788,75409P202,1999-12-31,2000-01-18,0,0,0,17000,835,0.000870277
4444634,0000909788,239753106,1999-12-31,2000-01-18,0,0,0,16375,1203,0.00125382
4444635,0000909788,126501105,1999-12-31,2000-01-18,0,0,0,4500,339,0.000353322
4444636,0000909788,00130H105,1999-12-31,2000-01-18,0,0,0,10000,748,0.000779601
4444637,0000909788,990007270,1999-12-31,2000-01-18,0,0,0,25000,0,0
4444638,0000909788,29265N108,1999-12-31,2000-01-18,0,0,0,12000,217,0.000226168
4444639,0000909788,25429Q102,1999-12-31,2000-01-18,0,0,0,40000,605,0.00063056
4444640,0000909788,12189T104,1999-12-31,2000-01-18,0,0,0,12425,301,0.000313717
4444641,0000909788,354713109,1999-12-31,2000-01-18,0,0,0,106002,4678,0.00487563
4444642,0000909788,626717102,1999-12-31,2000-01-18,0,0,0,13000,746,0.000777517
4444643,0000909788,548661107,1999-12-31,2000-01-18,0,0,0,21540,1287,0.00134137
4444644,0000909788,461202103,1999-12-31,2000-01-18,0,0,0,28000,1678,0.00174889
4444645,0000909788,053611109,1999-12-31,2000-01-18,0,0,0,10000,729,0.000759798
4444646,0000909788,05548J106,1999-12-31,2000-01-18,0,0,0,15000,548,0.000571152
4444647,0000909788,989207105,1999-12-31,2000-01-18,0,0,0,6000,351,0.000365829
4444648,0000909788,077853109,1999-12-31,2000-01-18,0,0,0,59240,3647,0.00380108
4444649,0000909788,02364J104,1999-12-31,2000-01-18,0,0,0,43400,3293,0.00343212
4444650,0000909788,232820100,1999-12-31,2000-01-18,0,0,0,20000,460,0.000479434
4444651,0000909788,191216100,1999-12-31,2000-01-18,0,0,0,20275,1181,0.00123089
4444652,0000909788,590188108,1999-12-31,2000-01-18,0,0,0,3500,292,0.000304336
4444653,0000909788,122574106,1999-12-31,2000-01-18,0,0,0,10500,379,0.000395012
4444654,0000909788,844895102,1999-12-31,2000-01-18,0,0,0,9000,207,0.000215745
4444655,0000909788,462613100,1999-12-31,2000-01-18,0,0,0,39000,665,0.000693095
4444656,0000909788,91273H101,1999-12-31,2000-01-18,0,0,0,3055,220,0.000229294
4444657,0000909788,922908108,1999-12-31,2000-01-18,0,0,0,3068,415,0.000432533
4444658,0000909788,65473P105,1999-12-31,2000-01-18,0,0,0,32900,588,0.000612842
4444659,0000909788,863667101,1999-12-31,2000-01-18,0,0,0,20000,1393,0.00145185
4444660,0000909788,172967101,1999-12-31,2000-01-18,0,0,0,111633,6197,0.00645881
4444661,0000909788,584404107,1999-12-31,2000-01-18,0,0,0,10400,541,0.000563856
4444662,0000909788,886547108,1999-12-31,2000-01-18,0,0,0,10000,893,0.000930727
4444663,0000909788,278265103,1999-12-31,2000-01-18,0,0,0,10000,380,0.000396054
4444664,0000909788,035229103,1999-12-31,2000-01-18,0,0,0,21875,1550,0.00161548
4444665,0000909788,020039103,1999-12-31,2000-01-18,0,0,0,7192,595,0.000620137
4444666,0000909788,96647R107,1999-12-31,2000-01-18,0,0,0,30000,403,0.000420026
4444667,0000909788,990040370,1999-12-31,2000-01-18,0,0,0,22000,1,0.00000104225
4444668,0000909788,943526103,1999-12-31,2000-01-18,0,0,0,25374,303,0.000315801
4444669,0000909788,125015107,1999-12-31,2000-01-18,0,0,0,8000,498,0.000519039
4444670,0000909788,861642106,1999-12-31,2000-01-18,0,0,0,7000,249,0.00025952
4444671,0000909788,573284106,1999-12-31,2000-01-18,0,0,0,15000,615,0.000640982
4444672,0000909788,990040388,1999-12-31,2000-01-18,0,0,0,20000,4,0.00000416899
4444673,0000909788,227573102,1999-12-31,2000-01-18,0,0,0,10000,91,0.0000948445
